Program_Name,School,School_Type,Community_Of_Schools,Zip_Code,Dual_Language,Applications,Seat_Offers
John W Mack Elementary DL Two-Way Im Spanish,John W Mack Elementary,DUAL LANGUAGE (DLC) - ELEM,MN ARTS/VRMNT SQ COS,90007,No,25,4
John W Mack Elementary DL Two-Way Im Spanish,John W Mack Elementary,DUAL LANGUAGE (DLC) - ELEM,MN ARTS/VRMNT SQ COS,90007,Yes,37,5
Marianna Avenue Elementary DL Two-Way Im Spanish,Marianna Avenue Elementary,DUAL LANGUAGE (DLC) - ELEM,EAST LOS ANGELES COS,90063,No,18,0
Marianna Avenue Elementary DL Two-Way Im Spanish,Marianna Avenue Elementary,DUAL LANGUAGE (DLC) - ELEM,EAST LOS ANGELES COS,90063,Yes,14,0
Marvin Elementary Language Magnet,Marvin Elementary,MAGNET CENTER - ELEMENTARY,FAIRFAX COS,90016,No,144,48
Marvin Elementary Language Magnet,Marvin Elementary,MAGNET CENTER - ELEMENTARY,FAIRFAX COS,90016,Yes,11,5
Mar Vista Elementary,Mar Vista Elementary,ELEMENTARY SCHOOL,VENICE COS,90066,No,310,11
Mar Vista Elementary,Mar Vista Elementary,ELEMENTARY SCHOOL,VENICE COS,90066,Yes,23,1
Mayall Street Academy of Arts/Technology Magnet,Mayall Street Academy of Arts/Technology Magnet,MAGNET-SELF CONTAINED (ELEM),KENNDY/NAHS/VAAS COS,91343,No,803,111
Mayall Street Academy of Arts/Technology Magnet,Mayall Street Academy of Arts/Technology Magnet,MAGNET-SELF CONTAINED (ELEM),KENNDY/NAHS/VAAS COS,91343,Yes,16,2
Mayberry Street Elementary DL Two-Way Im Spanish,Mayberry Street Elementary,DUAL LANGUAGE (DLC) - ELEM,GLSLL/LS FLZ PRK COS,90026,No,52,9
Mayberry Street Elementary DL Two-Way Im Spanish,Mayberry Street Elementary,DUAL LANGUAGE (DLC) - ELEM,GLSLL/LS FLZ PRK COS,90026,Yes,29,4
Mayberry Street Elementary Communication Arts Magnet,Mayberry Street Elementary,MAGNET CENTER - ELEMENTARY,GLSLL/LS FLZ PRK COS,90026,No,97,27
Mayberry Street Elementary Communication Arts Magnet,Mayberry Street Elementary,MAGNET CENTER - ELEMENTARY,GLSLL/LS FLZ PRK COS,90026,Yes,5,1
Melrose Avenue Elementary Math/Science/Technology Magnet,Melrose Avenue Elementary Math/Science/Technology Magnet,MAGNET-SELF CONTAINED (ELEM),FAIRFAX COS,90046,No,985,116
Melrose Avenue Elementary Math/Science/Technology Magnet,Melrose Avenue Elementary Math/Science/Technology Magnet,MAGNET-SELF CONTAINED (ELEM),FAIRFAX COS,90046,Yes,104,10
Melvin Avenue Elementary,Melvin Avenue Elementary,ELEMENTARY SCHOOL,CLEVELAND COS,91335,No,34,1
Melvin Avenue Elementary,Melvin Avenue Elementary,ELEMENTARY SCHOOL,CLEVELAND COS,91335,Yes,2,0
Melvin Avenue Elementary Humanities/Leadership Magnet,Melvin Avenue Elementary,MAGNET CENTER - ELEMENTARY,CLEVELAND COS,91335,No,165,30
Melvin Avenue Elementary Humanities/Leadership Magnet,Melvin Avenue Elementary,MAGNET CENTER - ELEMENTARY,CLEVELAND COS,91335,Yes,6,2
Micheltorena Street DL Two-Way Im Spanish,Micheltorena Street Elementary,DUAL LANGUAGE (DLC) - ELEM,GLSLL/LS FLZ PRK COS,90026,No,173,24
Micheltorena Street DL Two-Way Im Spanish,Micheltorena Street Elementary,DUAL LANGUAGE (DLC) - ELEM,GLSLL/LS FLZ PRK COS,90026,Yes,77,16
Miles Avenue Elementary Science/Tech/Math Magnet,Miles Avenue Elementary,MAGNET CENTER - ELEMENTARY,HUNTNGTN PK/VRNON COS,90255,No,121,32
Miles Avenue Elementary Science/Tech/Math Magnet,Miles Avenue Elementary,MAGNET CENTER - ELEMENTARY,HUNTNGTN PK/VRNON COS,90255,Yes,6,2
Miles Avenue Elementary DL Two-Way Im Spanish,Miles Avenue Elementary,DUAL LANGUAGE (DLC) - ELEM,HUNTNGTN PK/VRNON COS,90255,No,22,1
Miles Avenue Elementary DL Two-Way Im Spanish,Miles Avenue Elementary,DUAL LANGUAGE (DLC) - ELEM,HUNTNGTN PK/VRNON COS,90255,Yes,94,3
Miramonte Elementary DL Two-Way Im Spanish,Miramonte Elementary,DUAL LANGUAGE (DLC) - ELEM,RIVERA COS,90001,No,38,2
Miramonte Elementary DL Two-Way Im Spanish,Miramonte Elementary,DUAL LANGUAGE (DLC) - ELEM,RIVERA COS,90001,Yes,55,2
John B Monlux Elementary Science/Tech/Math Magnet,John B Monlux Elementary,MAGNET CENTER - ELEMENTARY,VAN NUYS/VAL GLN COS,91606,No,173,43
John B Monlux Elementary Science/Tech/Math Magnet,John B Monlux Elementary,MAGNET CENTER - ELEMENTARY,VAN NUYS/VAL GLN COS,91606,Yes,3,2
Monte Vista Street Elementary Film/Comm Magnet,Monte Vista Street Elementary,MAGNET CENTER - ELEMENTARY,EGL RK/HIGHLD PK COS,90042,No,176,117
Monte Vista Street Elementary Film/Comm Magnet,Monte Vista Street Elementary,MAGNET CENTER - ELEMENTARY,EGL RK/HIGHLD PK COS,90042,Yes,1,1
Richard Riordan Primary Center DL World Lang Im French,Richard Riordan Primary Center,DUAL LANGUAGE (DLC) - ELEM,EGL RK/HIGHLD PK COS,90042,No,31,0
Richard Riordan Primary Center DL World Lang Im French,Richard Riordan Primary Center,DUAL LANGUAGE (DLC) - ELEM,EGL RK/HIGHLD PK COS,90042,Yes,26,0
Mountain View Elementary DL Two-Way Im Armenian,Mountain View Elementary,DUAL LANGUAGE (DLC) - ELEM,SUNLAND/TUJUNGA COS,91042,No,18,3
Mountain View Elementary DL Two-Way Im Armenian,Mountain View Elementary,DUAL LANGUAGE (DLC) - ELEM,SUNLAND/TUJUNGA COS,91042,Yes,118,26
Mount Washington Elementary,Mount Washington Elementary,ELEMENTARY SCHOOL,EGL RK/HIGHLD PK COS,90065,No,176,6
Mount Washington Elementary,Mount Washington Elementary,ELEMENTARY SCHOOL,EGL RK/HIGHLD PK COS,90065,Yes,17,0
Multnomah Street Elementary Gifted Magnet,Multnomah Street Elementary,MAGNET CENTER - ELEMENTARY,LNCLN HTS/EL SRNO COS,90032,No,80,17
Multnomah Street Elementary Gifted Magnet,Multnomah Street Elementary,MAGNET CENTER - ELEMENTARY,LNCLN HTS/EL SRNO COS,90032,Yes,1,0
Multnomah Street Elementary Environmental/Science Magnet,Multnomah Street Elementary,MAGNET CENTER - ELEMENTARY,LNCLN HTS/EL SRNO COS,90032,No,128,36
Multnomah Street Elementary Environmental/Science Magnet,Multnomah Street Elementary,MAGNET CENTER - ELEMENTARY,LNCLN HTS/EL SRNO COS,90032,Yes,1,0
Napa Street Elementary DL Two-Way Im Spanish,Napa Street Elementary,DUAL LANGUAGE (DLC) - ELEM,CLEVELAND COS,91324,No,30,4
Napa Street Elementary DL Two-Way Im Spanish,Napa Street Elementary,DUAL LANGUAGE (DLC) - ELEM,CLEVELAND COS,91324,Yes,24,3
Nevada Avenue Elementary DL Two-Way Im Spanish,Nevada Avenue Elementary,DUAL LANGUAGE (DLC) - ELEM,CNGA PK/CHTSWRTH COS,91304,No,23,6
Nevada Avenue Elementary DL Two-Way Im Spanish,Nevada Avenue Elementary,DUAL LANGUAGE (DLC) - ELEM,CNGA PK/CHTSWRTH COS,91304,Yes,11,0
Charles W Barrett Elementary DL Two-Way Im Spanish,Charles W Barrett Elementary,DUAL LANGUAGE (DLC) - ELEM,FREMONT COS,90003,No,19,1
Charles W Barrett Elementary DL Two-Way Im Spanish,Charles W Barrett Elementary,DUAL LANGUAGE (DLC) - ELEM,FREMONT COS,90003,Yes,12,1
96th Street Elementary DL Two-Way Im Spanish,96th Street Elementary,DUAL LANGUAGE (DLC) - ELEM,ACHIEVEMENT NETWORK,90002,No,24,2
96th Street Elementary DL Two-Way Im Spanish,96th Street Elementary,DUAL LANGUAGE (DLC) - ELEM,ACHIEVEMENT NETWORK,90002,Yes,27,3
93rd Street Elementary DL Two-Way Im Spanish,93rd Street Elementary,DUAL LANGUAGE (DLC) - ELEM,FREMONT COS,90003,No,56,13
93rd Street Elementary DL Two-Way Im Spanish,93rd Street Elementary,DUAL LANGUAGE (DLC) - ELEM,FREMONT COS,90003,Yes,94,32
93rd Street Elementary STEAM Magnet,93rd Street Elementary,MAGNET CENTER - ELEMENTARY,FREMONT COS,90003,No,298,57
93rd Street Elementary STEAM Magnet,93rd Street Elementary,MAGNET CENTER - ELEMENTARY,FREMONT COS,90003,Yes,9,2
Noble Avenue Elementary,Noble Avenue Elementary,ELEMENTARY SCHOOL,PANORAMA CITY COS,91343,No,94,15
Noble Avenue Elementary,Noble Avenue Elementary,ELEMENTARY SCHOOL,PANORAMA CITY COS,91343,Yes,3,0
Normandie Avenue Elementary DL Two-Way Im Spanish,Normandie Avenue Elementary,DUAL LANGUAGE (DLC) - ELEM,MN ARTS/VRMNT SQ COS,90037,No,25,2
Normandie Avenue Elementary DL Two-Way Im Spanish,Normandie Avenue Elementary,DUAL LANGUAGE (DLC) - ELEM,MN ARTS/VRMNT SQ COS,90037,Yes,20,4
Normont Elementary DL Two-Way Im Spanish,Normont Elementary,DUAL LANGUAGE (DLC) - ELEM,HARBR CITY/LOMTA COS,90710,No,16,1
Normont Elementary DL Two-Way Im Spanish,Normont Elementary,DUAL LANGUAGE (DLC) - ELEM,HARBR CITY/LOMTA COS,90710,Yes,7,0
118th Street Elementary DL Two-Way Im Spanish,118th Street Elementary,DUAL LANGUAGE (DLC) - ELEM,FREMONT COS,90061,No,27,2
118th Street Elementary DL Two-Way Im Spanish,118th Street Elementary,DUAL LANGUAGE (DLC) - ELEM,FREMONT COS,90061,Yes,19,4
186th Street Elementary,186th Street Elementary,ELEMENTARY SCHOOL,GARDENA COS,90248,No,77,9
186th Street Elementary,186th Street Elementary,ELEMENTARY SCHOOL,GARDENA COS,90248,Yes,17,3
Lovelia P Flournoy Elementary STEAM Magnet,Lovelia P Flournoy Elementary,MAGNET CENTER - ELEMENTARY,ACHIEVEMENT NETWORK,90059,No,50,18
156th Street Elementary,156th Street Elementary,ELEMENTARY SCHOOL,GARDENA COS,90249,No,185,15
156th Street Elementary,156th Street Elementary,ELEMENTARY SCHOOL,GARDENA COS,90249,Yes,29,6
153rd Street Elementary DL Two-Way Im Spanish,153rd Street Elementary,DUAL LANGUAGE (DLC) - ELEM,GARDENA COS,90247,No,48,8
153rd Street Elementary DL Two-Way Im Spanish,153rd Street Elementary,DUAL LANGUAGE (DLC) - ELEM,GARDENA COS,90247,Yes,26,5
Florence Griffith Joyner Elem Visual/Perf Arts Magnet,Florence Griffith Joyner Elementary,MAGNET CENTER - ELEMENTARY,FREMONT COS,90002,No,96,19
Florence Griffith Joyner Elem Visual/Perf Arts Magnet,Florence Griffith Joyner Elementary,MAGNET CENTER - ELEMENTARY,FREMONT COS,90002,Yes,6,1
107th Street Elementary Science/Tech/Eng/Arts/Math Magnet,107th Street Elementary,MAGNET CENTER - ELEMENTARY,GARDENA COS,90003,No,322,28
107th Street Elementary Science/Tech/Eng/Arts/Math Magnet,107th Street Elementary,MAGNET CENTER - ELEMENTARY,GARDENA COS,90003,Yes,21,1
116th Street Elementary DL Two-Way Im Spanish,116th Street Elementary,DUAL LANGUAGE (DLC) - ELEM,ACHIEVEMENT NETWORK,90059,No,37,3
116th Street Elementary DL Two-Way Im Spanish,116th Street Elementary,DUAL LANGUAGE (DLC) - ELEM,ACHIEVEMENT NETWORK,90059,Yes,29,3
135th Street Elementary DL Two-Way Im Spanish,135th Street Elementary,DUAL LANGUAGE (DLC) - ELEM,GARDENA COS,90247,No,35,7
135th Street Elementary DL Two-Way Im Spanish,135th Street Elementary,DUAL LANGUAGE (DLC) - ELEM,GARDENA COS,90247,Yes,25,4
122nd Street Elementary DL Two-Way Im Spanish,122nd Street Elementary,DUAL LANGUAGE (DLC) - ELEM,FREMONT COS,90061,No,30,11
122nd Street Elementary DL Two-Way Im Spanish,122nd Street Elementary,DUAL LANGUAGE (DLC) - ELEM,FREMONT COS,90061,Yes,9,1
Open Charter Magnet,Open Charter Magnet,MAGNET-SELF CONTAINED (ELEM),WESTCHESTER COS,90045,No,1383,69
Open Charter Magnet,Open Charter Magnet,MAGNET-SELF CONTAINED (ELEM),WESTCHESTER COS,90045,Yes,77,0
Overland Avenue Elementary,Overland Avenue Elementary,ELEMENTARY SCHOOL,HAMILTON COS,90064,No,279,19
Overland Avenue Elementary,Overland Avenue Elementary,ELEMENTARY SCHOOL,HAMILTON COS,90064,Yes,21,1
Palms Elementary,Palms Elementary,ELEMENTARY SCHOOL,HAMILTON COS,90034,No,88,12
Palms Elementary,Palms Elementary,ELEMENTARY SCHOOL,HAMILTON COS,90034,Yes,5,0
Park Avenue Elementary DL Two-Way Im Spanish,Park Avenue Elementary,DUAL LANGUAGE (DLC) - ELEM,BELL/CUDHY/MAYWD COS,90201,No,5,0
Park Avenue Elementary DL Two-Way Im Spanish,Park Avenue Elementary,DUAL LANGUAGE (DLC) - ELEM,BELL/CUDHY/MAYWD COS,90201,Yes,1,0
Park Western Pl Elementary Gifted/STEAM Magnet,Park Western Place Elementary,MAGNET CENTER - ELEMENTARY,SAN PEDRO COS,90732,No,354,68
Park Western Pl Elementary Gifted/STEAM Magnet,Park Western Place Elementary,MAGNET CENTER - ELEMENTARY,SAN PEDRO COS,90732,Yes,7,0
Parmelee Avenue Elementary DL Two-Way Im Spanish,Parmelee Avenue Elementary,DUAL LANGUAGE (DLC) - ELEM,RIVERA COS,90001,No,42,8
Parmelee Avenue Elementary DL Two-Way Im Spanish,Parmelee Avenue Elementary,DUAL LANGUAGE (DLC) - ELEM,RIVERA COS,90001,Yes,29,7
Paseo del Rey Elementary Natural Science Magnet,Paseo del Rey Elementary Natural Science Magnet,MAGNET-SELF CONTAINED (ELEM),WESTCHESTER COS,90293,No,232,75
Paseo del Rey Elementary Natural Science Magnet,Paseo del Rey Elementary Natural Science Magnet,MAGNET-SELF CONTAINED (ELEM),WESTCHESTER COS,90293,Yes,3,3
"Girls Academic Leadership, Dr Michelle King School for STEM","Girls Academic Leadership, Dr Michelle King School for STEM",SPAN SCHOOL,LA MID-CITY COS,90019,No,1,0
Playa Del Rey Elementary,Playa Del Rey Elementary,ELEMENTARY SCHOOL,VENICE COS,90230,No,237,5
Playa Del Rey Elementary,Playa Del Rey Elementary,ELEMENTARY SCHOOL,VENICE COS,90230,Yes,28,1
Plummer Elementary,Plummer Elementary,ELEMENTARY SCHOOL,MONROE COS,91343,No,67,9
Plummer Elementary,Plummer Elementary,ELEMENTARY SCHOOL,MONROE COS,91343,Yes,5,1
Point Fermin Elementary Marine Science Magnet,Point Fermin Elementary Marine Science Magnet,MAGNET-SELF CONTAINED (ELEM),SAN PEDRO COS,90731,No,336,62
Point Fermin Elementary Marine Science Magnet,Point Fermin Elementary Marine Science Magnet,MAGNET-SELF CONTAINED (ELEM),SAN PEDRO COS,90731,Yes,5,1
President Avenue Elementary DL Two-Way Im Spanish,President Avenue Elementary,DUAL LANGUAGE (DLC) - ELEM,HARBR CITY/LOMTA COS,90710,No,71,5
President Avenue Elementary DL Two-Way Im Spanish,President Avenue Elementary,DUAL LANGUAGE (DLC) - ELEM,HARBR CITY/LOMTA COS,90710,Yes,31,2
Purche Avenue Elementary STEAM Magnet,Purche Avenue Elementary,MAGNET CENTER - ELEMENTARY,GARDENA COS,90249,No,124,31
Purche Avenue Elementary STEAM Magnet,Purche Avenue Elementary,MAGNET CENTER - ELEMENTARY,GARDENA COS,90249,Yes,2,0
Queen Anne Place Elementary DL Two-Way Im Spanish,Queen Anne Place Elementary,DUAL LANGUAGE (DLC) - ELEM,LA MID-CITY COS,90019,No,64,10
Queen Anne Place Elementary DL Two-Way Im Spanish,Queen Anne Place Elementary,DUAL LANGUAGE (DLC) - ELEM,LA MID-CITY COS,90019,Yes,62,17
Kingsley Elementary DL Two-Way Im Spanish,Kingsley Elementary School,DUAL LANGUAGE (DLC) - ELEM,HOLLYWOOD COS,90029,No,39,3
Kingsley Elementary DL Two-Way Im Spanish,Kingsley Elementary School,DUAL LANGUAGE (DLC) - ELEM,HOLLYWOOD COS,90029,Yes,46,1
Ranchito Avenue Elementary,Ranchito Avenue Elementary,ELEMENTARY SCHOOL,PANORAMA CITY COS,91402,No,15,2
Ranchito Avenue Elementary,Ranchito Avenue Elementary,ELEMENTARY SCHOOL,PANORAMA CITY COS,91402,Yes,1,0
Ranchito Avenue Elementary DL Two-Way Im Spanish,Ranchito Avenue Elementary,DUAL LANGUAGE (DLC) - ELEM,PANORAMA CITY COS,91402,No,13,0
Ranchito Avenue Elementary DL Two-Way Im Spanish,Ranchito Avenue Elementary,DUAL LANGUAGE (DLC) - ELEM,PANORAMA CITY COS,91402,Yes,19,0
Richland Avenue Elementary,Richland Avenue Elementary,ELEMENTARY SCHOOL,WEST LA COS,90064,No,17,1
Richland Avenue Elementary,Richland Avenue Elementary,ELEMENTARY SCHOOL,WEST LA COS,90064,Yes,1,0
Richland Avenue Elementary DL Two-Way Im French,Richland Avenue Elementary,DUAL LANGUAGE (DLC) - ELEM,WEST LA COS,90064,No,124,13
Richland Avenue Elementary DL Two-Way Im French,Richland Avenue Elementary,DUAL LANGUAGE (DLC) - ELEM,WEST LA COS,90064,Yes,141,33
Morris K Hamasaki El Medical/Science Magnet,Morris K Hamasaki Elementary,MAGNET CENTER - ELEMENTARY,EAST LOS ANGELES COS,90022,No,93,33
Morris K Hamasaki El Medical/Science Magnet,Morris K Hamasaki Elementary,MAGNET CENTER - ELEMENTARY,EAST LOS ANGELES COS,90022,Yes,3,1
Rio Vista Elementary,Rio Vista Elementary,ELEMENTARY SCHOOL,NO HLYWD/VAL VLG COS,91602,No,53,3
Rio Vista Elementary,Rio Vista Elementary,ELEMENTARY SCHOOL,NO HLYWD/VAL VLG COS,91602,Yes,4,1
Rockdale Visual & Performing Arts Magnet,Rockdale Visual & Performing Arts Magnet,MAGNET-SELF CONTAINED (ELEM),EGL RK/HIGHLD PK COS,90041,No,172,45
Rockdale Visual & Performing Arts Magnet,Rockdale Visual & Performing Arts Magnet,MAGNET-SELF CONTAINED (ELEM),EGL RK/HIGHLD PK COS,90041,Yes,2,1
Coeur D Alene Avenue Elementary,Coeur D Alene Avenue Elementary,ELEMENTARY SCHOOL,VENICE COS,90291,No,109,4
Coeur D Alene Avenue Elementary,Coeur D Alene Avenue Elementary,ELEMENTARY SCHOOL,VENICE COS,90291,Yes,10,0
Roscoe Elementary DL Two-Way Ime Spanish,Roscoe Elementary,DUAL LANGUAGE (DLC) - ELEM,SUN VALLEY COS,91352,No,23,4
Roscoe Elementary DL Two-Way Ime Spanish,Roscoe Elementary,DUAL LANGUAGE (DLC) - ELEM,SUN VALLEY COS,91352,Yes,47,4
Rosewood Avenue Elementary Urban Planning/Design Magnet,Rosewood Avenue Elementary Urban Planning/Design Magnet,MAGNET-SELF CONTAINED (ELEM),FAIRFAX COS,90048,No,231,41
Rosewood Avenue Elementary Urban Planning/Design Magnet,Rosewood Avenue Elementary Urban Planning/Design Magnet,MAGNET-SELF CONTAINED (ELEM),FAIRFAX COS,90048,Yes,9,6
Rowan Avenue Elementary,Rowan Avenue Elementary,ELEMENTARY SCHOOL,EAST LOS ANGELES COS,90023,No,10,1
Rowan Avenue Elementary,Rowan Avenue Elementary,ELEMENTARY SCHOOL,EAST LOS ANGELES COS,90023,Yes,3,0
Russell Elementary,Russell Elementary,ELEMENTARY SCHOOL,RIVERA COS,90001,No,29,3
Russell Elementary,Russell Elementary,ELEMENTARY SCHOOL,RIVERA COS,90001,Yes,2,0
Russell Elementary Gifted Magnet,Russell Elementary,MAGNET CENTER - ELEMENTARY,RIVERA COS,90001,No,70,23
Russell Elementary Gifted Magnet,Russell Elementary,MAGNET CENTER - ELEMENTARY,RIVERA COS,90001,Yes,1,0
San Fernando Elementary DL Two-Way Im Spanish,San Fernando Elementary,DUAL LANGUAGE (DLC) - ELEM,SAN FRNNDO/SYLMR COS,91340,No,85,2
San Fernando Elementary DL Two-Way Im Spanish,San Fernando Elementary,DUAL LANGUAGE (DLC) - ELEM,SAN FRNNDO/SYLMR COS,91340,Yes,63,2
San Gabriel Avenue Elementary DL Two-Way Im Spanish,San Gabriel Avenue Elementary,DUAL LANGUAGE (DLC) - ELEM,SOUTH GATE COS,90280,No,32,0
San Gabriel Avenue Elementary DL Two-Way Im Spanish,San Gabriel Avenue Elementary,DUAL LANGUAGE (DLC) - ELEM,SOUTH GATE COS,90280,Yes,27,0
San Jose Street Elementary Highly Gifted Magnet,San Jose Street Elementary,MAGNET CENTER - ELEMENTARY,KENNDY/NAHS/VAAS COS,91345,No,167,5
San Jose Street Elementary Highly Gifted Magnet,San Jose Street Elementary,MAGNET CENTER - ELEMENTARY,KENNDY/NAHS/VAAS COS,91345,Yes,2,0
San Pascual Avenue Elementary STEAM Magnet,San Pascual Avenue Elementary STEAM Magnet,MAGNET-SELF CONTAINED (ELEM),EGL RK/HIGHLD PK COS,90042,No,109,36
San Pascual Avenue Elementary STEAM Magnet,San Pascual Avenue Elementary STEAM Magnet,MAGNET-SELF CONTAINED (ELEM),EGL RK/HIGHLD PK COS,90042,Yes,2,0
Martin Luther King Jr Elementary,Martin Luther King Jr Elementary,ELEMENTARY SCHOOL,MN ARTS/VRMNT SQ COS,90062,No,33,6
Martin Luther King Jr Elementary,Martin Luther King Jr Elementary,ELEMENTARY SCHOOL,MN ARTS/VRMNT SQ COS,90062,Yes,6,0
Saticoy Elementary,Saticoy Elementary,ELEMENTARY SCHOOL,SUN VALLEY COS,91605,No,55,11
Saticoy Elementary,Saticoy Elementary,ELEMENTARY SCHOOL,SUN VALLEY COS,91605,Yes,12,1
Saticoy Elementary DL Two-Way Im Armenian,Saticoy Elementary,DUAL LANGUAGE (DLC) - ELEM,SUN VALLEY COS,91605,No,18,4
Saticoy Elementary DL Two-Way Im Armenian,Saticoy Elementary,DUAL LANGUAGE (DLC) - ELEM,SUN VALLEY COS,91605,Yes,87,10
2nd Street Elementary DL Two-Way Im Spanish,2nd Street Elementary,DUAL LANGUAGE (DLC) - ELEM,BOYLE HEIGHTS COS,90033,No,13,2
2nd Street Elementary DL Two-Way Im Spanish,2nd Street Elementary,DUAL LANGUAGE (DLC) - ELEM,BOYLE HEIGHTS COS,90033,Yes,9,1
75Th Street Elementary DL Two-Way Im Spanish,75th Street Elementary,DUAL LANGUAGE (DLC) - ELEM,FREMONT COS,90003,No,86,1
75Th Street Elementary DL Two-Way Im Spanish,75th Street Elementary,DUAL LANGUAGE (DLC) - ELEM,FREMONT COS,90003,Yes,57,1
74th Street Elementary Gifted Magnet,74th Street Elementary,MAGNET CENTER - ELEMENTARY,HEET (C/D) COS,90047,No,192,40
74th Street Elementary Gifted Magnet,74th Street Elementary,MAGNET CENTER - ELEMENTARY,HEET (C/D) COS,90047,Yes,10,4
Sheridan Street Elementary DL Two-Way Im Spanish,Sheridan Street Elementary,DUAL LANGUAGE (DLC) - ELEM,BOYLE HEIGHTS COS,90033,No,7,6
Sheridan Street Elementary DL Two-Way Im Spanish,Sheridan Street Elementary,DUAL LANGUAGE (DLC) - ELEM,BOYLE HEIGHTS COS,90033,Yes,20,12
Shirley Avenue Elementary,Shirley Avenue Elementary,ELEMENTARY SCHOOL,RESEDA COS,91335,No,20,1
Shirley Avenue Elementary,Shirley Avenue Elementary,ELEMENTARY SCHOOL,RESEDA COS,91335,Yes,3,0
6th Avenue Elementary DL Two-Way Im Spanish,6th Avenue Elementary,DUAL LANGUAGE (DLC) - ELEM,LA MID-CITY COS,90018,No,16,2
6th Avenue Elementary DL Two-Way Im Spanish,6th Avenue Elementary,DUAL LANGUAGE (DLC) - ELEM,LA MID-CITY COS,90018,Yes,10,1
61st Street Elementary DL Two-Way Im Spanish,61st Street Elementary,DUAL LANGUAGE (DLC) - ELEM,SOUTH MID-CITY COS,90003,No,31,1
61st Street Elementary DL Two-Way Im Spanish,61st Street Elementary,DUAL LANGUAGE (DLC) - ELEM,SOUTH MID-CITY COS,90003,Yes,14,0
South Park Elementary DL Two-Way Im Spanish,South Park Elementary,DUAL LANGUAGE (DLC) - ELEM,FREMONT COS,90003,No,18,1
South Park Elementary DL Two-Way Im Spanish,South Park Elementary,DUAL LANGUAGE (DLC) - ELEM,FREMONT COS,90003,Yes,15,0
Harry Bridges Span School,Harry Bridges Span School,SPAN SCHOOL,WILMINGTON COS,90744,No,82,4
Harry Bridges Span School,Harry Bridges Span School,SPAN SCHOOL,WILMINGTON COS,90744,Yes,9,0
Barack Obama Global Prep Academy STEAM Magnet,Barack Obama Global Preparation Academy,MAGNET CENTER - MIDDLE SCHOOL,MN ARTS/VRMNT SQ COS,90062,No,81,19
Barack Obama Global Prep Academy STEAM Magnet,Barack Obama Global Preparation Academy,MAGNET CENTER - MIDDLE SCHOOL,MN ARTS/VRMNT SQ COS,90062,Yes,1,0
Dr Owen Lloyd Knox Elementary DL Two-Way Im Spanish,Dr Owen Lloyd Knox Elementary School,DUAL LANGUAGE (DLC) - ELEM,ACHIEVEMENT NETWORK,90003,No,9,2
Dr Owen Lloyd Knox Elementary DL Two-Way Im Spanish,Dr Owen Lloyd Knox Elementary School,DUAL LANGUAGE (DLC) - ELEM,ACHIEVEMENT NETWORK,90003,Yes,12,3
Dr Owen Lloyd Knox Elementary Visual/Performing Arts Magnet,Dr Owen Lloyd Knox Elementary School,MAGNET CENTER - ELEMENTARY,ACHIEVEMENT NETWORK,90003,No,300,123
Dr Owen Lloyd Knox Elementary Visual/Performing Arts Magnet,Dr Owen Lloyd Knox Elementary School,MAGNET CENTER - ELEMENTARY,ACHIEVEMENT NETWORK,90003,Yes,9,7
South Shores Elementary Performing Arts Magnet,South Shores Elementary Performing Arts Magnet,MAGNET-SELF CONTAINED (ELEM),SAN PEDRO COS,90732,No,329,121
South Shores Elementary Performing Arts Magnet,South Shores Elementary Performing Arts Magnet,MAGNET-SELF CONTAINED (ELEM),SAN PEDRO COS,90732,Yes,4,2
San Miguel Elementary STEAM Magnet,San Miguel Elementary,MAGNET CENTER - ELEMENTARY,SOUTH GATE COS,90280,No,138,46
San Miguel Elementary STEAM Magnet,San Miguel Elementary,MAGNET CENTER - ELEMENTARY,SOUTH GATE COS,90280,Yes,5,2
San Miguel Elementary DL Two-Way Im Spanish,San Miguel Elementary,DUAL LANGUAGE (DLC) - ELEM,SOUTH GATE COS,90280,No,57,7
San Miguel Elementary DL Two-Way Im Spanish,San Miguel Elementary,DUAL LANGUAGE (DLC) - ELEM,SOUTH GATE COS,90280,Yes,60,5
San Miguel Elementary DL World Lang Im Mandarin,San Miguel Elementary,DUAL LANGUAGE (DLC) - ELEM,SOUTH GATE COS,90280,No,14,0
San Miguel Elementary DL World Lang Im Mandarin,San Miguel Elementary,DUAL LANGUAGE (DLC) - ELEM,SOUTH GATE COS,90280,Yes,7,0
Montara Avenue Elementary Science/Tech/Math Magnet,Montara Avenue Elementary,MAGNET CENTER - ELEMENTARY,SOUTH GATE COS,90280,No,140,25
Montara Avenue Elementary Science/Tech/Math Magnet,Montara Avenue Elementary,MAGNET CENTER - ELEMENTARY,SOUTH GATE COS,90280,Yes,13,6
Montara Avenue Elementary DL Two-Way Im Spanish,Montara Avenue Elementary,DUAL LANGUAGE (DLC) - ELEM,SOUTH GATE COS,90280,No,32,2
Montara Avenue Elementary DL Two-Way Im Spanish,Montara Avenue Elementary,DUAL LANGUAGE (DLC) - ELEM,SOUTH GATE COS,90280,Yes,36,2
Independence Elementary STEM Magnet,Independence Elementary,MAGNET CENTER - ELEMENTARY,SOUTH GATE COS,90280,No,70,20
Independence Elementary STEM Magnet,Independence Elementary,MAGNET CENTER - ELEMENTARY,SOUTH GATE COS,90280,Yes,7,4
