Program_Name,School,School_Type,Community_Of_Schools,Zip_Code,Dual_Language,Applications,Seat_Offers
Sun Valley Magnet: Engineering Technology,Sun Valley Magnet: Engineering Technology,MAGNET-SELF CONTAINED (MIDDLE),SUN VALLEY COS,91352,No,304,76
Sun Valley Magnet: Engineering Technology,Sun Valley Magnet: Engineering Technology,MAGNET-SELF CONTAINED (MIDDLE),SUN VALLEY COS,91352,Yes,2,0
Sun Valley Magnet: Environmental Studies,Sun Valley Magnet: Engineering Technology,MAGNET CENTER - MIDDLE SCHOOL,SUN VALLEY COS,91352,No,182,37
Sun Valley Magnet: Environmental Studies,Sun Valley Magnet: Engineering Technology,MAGNET CENTER - MIDDLE SCHOOL,SUN VALLEY COS,91352,Yes,1,1
Sun Valley Magnet: Biomed Science Engineering & Leadership,Sun Valley Magnet: Engineering Technology,MAGNET CENTER - MIDDLE SCHOOL,SUN VALLEY COS,91352,No,415,127
Sun Valley Magnet: Biomed Science Engineering & Leadership,Sun Valley Magnet: Engineering Technology,MAGNET CENTER - MIDDLE SCHOOL,SUN VALLEY COS,91352,Yes,1,0
John A Sutter Middle School,John A Sutter Middle School,MIDDLE SCHOOL,CLEVELAND COS,91306,No,36,6
John A Sutter Middle School,John A Sutter Middle School,MIDDLE SCHOOL,CLEVELAND COS,91306,Yes,1,0
John A Sutter Middle School STEAM Magnet,John A Sutter Middle School,MAGNET CENTER - MIDDLE SCHOOL,CLEVELAND COS,91306,No,175,58
John A Sutter Middle School STEAM Magnet,John A Sutter Middle School,MAGNET CENTER - MIDDLE SCHOOL,CLEVELAND COS,91306,Yes,1,1
Mark Twain Middle School,Mark Twain Middle School,MIDDLE SCHOOL,VENICE COS,90066,No,93,5
Mark Twain Middle School,Mark Twain Middle School,MIDDLE SCHOOL,VENICE COS,90066,Yes,198,82
Mark Twain Middle School World Languages Magnet,Mark Twain Middle School,MAGNET CENTER - MIDDLE SCHOOL,VENICE COS,90066,No,292,79
Mark Twain Middle School World Languages Magnet,Mark Twain Middle School,MAGNET CENTER - MIDDLE SCHOOL,VENICE COS,90066,Yes,23,4
Van Nuys Middle School,Van Nuys Middle School,MIDDLE SCHOOL,VAN NUYS/VAL GLN COS,91411,No,51,9
Van Nuys Middle School,Van Nuys Middle School,MIDDLE SCHOOL,VAN NUYS/VAL GLN COS,91411,Yes,6,0
Van Nuys Middle School STEAM Magnet,Van Nuys Middle School,MAGNET CENTER - MIDDLE SCHOOL,VAN NUYS/VAL GLN COS,91411,No,316,104
Van Nuys Middle School STEAM Magnet,Van Nuys Middle School,MAGNET CENTER - MIDDLE SCHOOL,VAN NUYS/VAL GLN COS,91411,Yes,1,0
Virgil Middle School,Virgil Middle School,MIDDLE SCHOOL,DOWNTOWN COS,90004,No,78,10
Virgil Middle School,Virgil Middle School,MIDDLE SCHOOL,DOWNTOWN COS,90004,Yes,14,1
Virgil Middle School Medical & Health Science Magnet,Virgil Middle School,MAGNET CENTER - MIDDLE SCHOOL,DOWNTOWN COS,90004,No,387,154
Virgil Middle School Medical & Health Science Magnet,Virgil Middle School,MAGNET CENTER - MIDDLE SCHOOL,DOWNTOWN COS,90004,Yes,14,7
Daniel Webster Middle School,Daniel Webster Middle School,MIDDLE SCHOOL,WEST LA COS,90064,No,68,14
Daniel Webster Middle School,Daniel Webster Middle School,MIDDLE SCHOOL,WEST LA COS,90064,Yes,3,0
Daniel Webster Middle School STEAM Magnet,Daniel Webster Middle School,MAGNET CENTER - MIDDLE SCHOOL,WEST LA COS,90064,No,280,77
Daniel Webster Middle School STEAM Magnet,Daniel Webster Middle School,MAGNET CENTER - MIDDLE SCHOOL,WEST LA COS,90064,Yes,8,5
Stephen M White Middle School,Stephen M White Middle School,MIDDLE SCHOOL,CARSON COS,90745,No,183,41
Stephen M White Middle School,Stephen M White Middle School,MIDDLE SCHOOL,CARSON COS,90745,Yes,55,20
Stephen M White Middle School STEAM Magnet,Stephen M White Middle School,MAGNET CENTER - MIDDLE SCHOOL,CARSON COS,90745,No,519,161
Stephen M White Middle School STEAM Magnet,Stephen M White Middle School,MAGNET CENTER - MIDDLE SCHOOL,CARSON COS,90745,Yes,11,4
Wilmington Middle School STEAM Magnet,Wilmington Middle School STEAM Magnet,MAGNET-SELF CONTAINED (MIDDLE),WILMINGTON COS,90744,No,684,120
Wilmington Middle School STEAM Magnet,Wilmington Middle School STEAM Magnet,MAGNET-SELF CONTAINED (MIDDLE),WILMINGTON COS,90744,Yes,3,0
Orville Wright Engineering and Design Magnet,Orville Wright Engineering and Design Magnet,MAGNET-SELF CONTAINED (MIDDLE),WESTCHESTER COS,90045,No,507,118
Orville Wright Engineering and Design Magnet,Orville Wright Engineering and Design Magnet,MAGNET-SELF CONTAINED (MIDDLE),WESTCHESTER COS,90045,Yes,3,0
Orville Wright Gifted Magnet,Orville Wright Engineering and Design Magnet,MAGNET CENTER - MIDDLE SCHOOL,WESTCHESTER COS,90045,No,237,62
Orville Wright Gifted Magnet,Orville Wright Engineering and Design Magnet,MAGNET CENTER - MIDDLE SCHOOL,WESTCHESTER COS,90045,Yes,1,0
Phineas Banning Senior High College Preparatory Magnet,Phineas Banning Senior High,MAGNET CENTER - SENIOR HIGH,WILMINGTON COS,90744,No,301,101
Phineas Banning Senior High College Preparatory Magnet,Phineas Banning Senior High,MAGNET CENTER - SENIOR HIGH,WILMINGTON COS,90744,Yes,3,1
Phineas Banning Senior High Firefighter Magnet,Phineas Banning Senior High,MAGNET CENTER - SENIOR HIGH,WILMINGTON COS,90744,No,201,42
Phineas Banning Senior High Firefighter Magnet,Phineas Banning Senior High,MAGNET CENTER - SENIOR HIGH,WILMINGTON COS,90744,Yes,3,1
Phineas Banning Senior High STEAM Magnet,Phineas Banning Senior High,MAGNET CENTER - SENIOR HIGH,WILMINGTON COS,90744,No,239,69
Phineas Banning Senior High STEAM Magnet,Phineas Banning Senior High,MAGNET CENTER - SENIOR HIGH,WILMINGTON COS,90744,Yes,5,1
Bell Senior High Gifted Science/Tech/Eng/Math Magnet,Bell Senior High,MAGNET CENTER - SENIOR HIGH,BELL/CUDHY/MAYWD COS,90201,No,518,144
Bell Senior High Gifted Science/Tech/Eng/Math Magnet,Bell Senior High,MAGNET CENTER - SENIOR HIGH,BELL/CUDHY/MAYWD COS,90201,Yes,4,0
Edward R Roybal Learning Center,Edward R Roybal Learning Center,SENIOR HIGH SCHOOL,DOWNTOWN COS,90026,No,66,0
Edward R Roybal Learning Center,Edward R Roybal Learning Center,SENIOR HIGH SCHOOL,DOWNTOWN COS,90026,Yes,79,1
Edward R Roybal LC Innov Cine Arts/Music Prod Magnet,Edward R Roybal Learning Center,MAGNET CENTER - SENIOR HIGH,DOWNTOWN COS,90026,No,114,50
Edward R Roybal LC Innov Cine Arts/Music Prod Magnet,Edward R Roybal Learning Center,MAGNET CENTER - SENIOR HIGH,DOWNTOWN COS,90026,Yes,4,2
Daniel Pearl Senior High Journalism & Communications Magnet,Daniel Pearl Senior High Journalism & Communications Magnet,MAGNET-SELF CONTAINED (SENIOR),CLEVELAND COS,91406,No,266,119
Daniel Pearl Senior High Journalism & Communications Magnet,Daniel Pearl Senior High Journalism & Communications Magnet,MAGNET-SELF CONTAINED (SENIOR),CLEVELAND COS,91406,Yes,1,0
Canoga Park Senior High Eng & Evn/Vet Science Magnet,Canoga Park Senior High,MAGNET CENTER - SENIOR HIGH,CNGA PK/CHTSWRTH COS,91303,No,240,65
Canoga Park Senior High Eng & Evn/Vet Science Magnet,Canoga Park Senior High,MAGNET CENTER - SENIOR HIGH,CNGA PK/CHTSWRTH COS,91303,Yes,3,0
Canoga Park Senior High Communication Arts/Media Magnet,Canoga Park Senior High,MAGNET CENTER - SENIOR HIGH,CNGA PK/CHTSWRTH COS,91303,No,190,49
Canoga Park Senior High Communication Arts/Media Magnet,Canoga Park Senior High,MAGNET CENTER - SENIOR HIGH,CNGA PK/CHTSWRTH COS,91303,Yes,3,0
Carson Senior High,Carson Senior High,SENIOR HIGH SCHOOL,CARSON COS,90745,No,207,44
Carson Senior High,Carson Senior High,SENIOR HIGH SCHOOL,CARSON COS,90745,Yes,17,0
Sonia Sotomayor Art/Sciences Magnet,Sonia Sotomayor Art/Sciences Magnet,MAGNET-SELF CONTAINED (SPAN),GLSLL/LS FLZ PRK COS,90065,No,1011,647
Sonia Sotomayor Art/Sciences Magnet,Sonia Sotomayor Art/Sciences Magnet,MAGNET-SELF CONTAINED (SPAN),GLSLL/LS FLZ PRK COS,90065,Yes,2,1
Grover Cleveland Charter High School Humanities Magnet,Grover Cleveland Charter High School,MAGNET CENTER - SENIOR HIGH,CLEVELAND COS,91335,No,883,189
Grover Cleveland Charter High School Humanities Magnet,Grover Cleveland Charter High School,MAGNET CENTER - SENIOR HIGH,CLEVELAND COS,91335,Yes,3,0
Grover Cleveland Charter High School GMS Magnet,Grover Cleveland Charter High School,MAGNET CENTER - SENIOR HIGH,CLEVELAND COS,91335,No,525,249
Grover Cleveland Charter High School GMS Magnet,Grover Cleveland Charter High School,MAGNET CENTER - SENIOR HIGH,CLEVELAND COS,91335,Yes,2,0
Crenshaw Magnets: Science Tech Engineer Math & Medicine,Crenshaw Magnets: Science Tech Engineer Math & Medicine,MAGNET-SELF CONTAINED (SENIOR),HEET (C/D) COS,90043,No,466,46
Crenshaw Magnets: Science Tech Engineer Math & Medicine,Crenshaw Magnets: Science Tech Engineer Math & Medicine,MAGNET-SELF CONTAINED (SENIOR),HEET (C/D) COS,90043,Yes,4,4
Susan Miller Dorsey Senior High Science/Tech/Math Magnet,Susan Miller Dorsey Senior High,MAGNET CENTER - SENIOR HIGH,HEET (C/D) COS,90016,No,156,38
Susan Miller Dorsey Senior High Science/Tech/Math Magnet,Susan Miller Dorsey Senior High,MAGNET CENTER - SENIOR HIGH,HEET (C/D) COS,90016,Yes,1,0
Susan Miller Dorsey Senior High Sports Medicine/Law Magnet,Susan Miller Dorsey Senior High,MAGNET CENTER - SENIOR HIGH,HEET (C/D) COS,90016,No,144,28
Esteban Torres HS - East Los Angeles Performing Arts Magnet,Esteban Torres HS - East Los Angeles Performing Arts Magnet,MAGNET-SELF CONTAINED (SENIOR),EAST LOS ANGELES COS,90063,No,317,87
Esteban Torres HS - East Los Angeles Performing Arts Magnet,Esteban Torres HS - East Los Angeles Performing Arts Magnet,MAGNET-SELF CONTAINED (SENIOR),EAST LOS ANGELES COS,90063,Yes,1,0
Panorama Senior High Sports Med/Info Tech Magnet,Panorama Senior High,MAGNET CENTER - SENIOR HIGH,PANORAMA CITY COS,91402,No,218,123
Eagle Rock High School Gifted Magnet,Eagle Rock High School,MAGNET CENTER - MIDDLE SCHOOL,EGL RK/HIGHLD PK COS,90041,No,570,103
Eagle Rock High School Gifted Magnet,Eagle Rock High School,MAGNET CENTER - MIDDLE SCHOOL,EGL RK/HIGHLD PK COS,90041,Yes,6,0
Woodrow Wilson Senior High Police Academy Magnet,Woodrow Wilson Senior High,MAGNET CENTER - SENIOR HIGH,LNCLN HTS/EL SRNO COS,90032,No,135,36
Woodrow Wilson Senior High Police Academy Magnet,Woodrow Wilson Senior High,MAGNET CENTER - SENIOR HIGH,LNCLN HTS/EL SRNO COS,90032,Yes,2,0
Woodrow Wilson Senior High Administrative Law Magnet,Woodrow Wilson Senior High,MAGNET CENTER - SENIOR HIGH,LNCLN HTS/EL SRNO COS,90032,No,174,58
Woodrow Wilson Senior High Administrative Law Magnet,Woodrow Wilson Senior High,MAGNET CENTER - SENIOR HIGH,LNCLN HTS/EL SRNO COS,90032,Yes,2,2
Woodrow Wilson Senior High Firefighter Magnet,Woodrow Wilson Senior High,MAGNET CENTER - SENIOR HIGH,LNCLN HTS/EL SRNO COS,90032,No,121,33
Fairfax Senior High,Fairfax Senior High,SENIOR HIGH SCHOOL,FAIRFAX COS,90046,No,620,120
Fairfax Senior High,Fairfax Senior High,SENIOR HIGH SCHOOL,FAIRFAX COS,90046,Yes,119,10
Fairfax Senior High Visual Arts Magnet,Fairfax Senior High,MAGNET CENTER - SENIOR HIGH,FAIRFAX COS,90046,No,920,83
Fairfax Senior High Visual Arts Magnet,Fairfax Senior High,MAGNET CENTER - SENIOR HIGH,FAIRFAX COS,90046,Yes,19,0
Fairfax Senior High Police Academy Magnet,Fairfax Senior High,MAGNET CENTER - SENIOR HIGH,FAIRFAX COS,90046,No,275,90
Fairfax Senior High Police Academy Magnet,Fairfax Senior High,MAGNET CENTER - SENIOR HIGH,FAIRFAX COS,90046,Yes,3,0
John H Francis Polytechnic Senior High,John H Francis Polytechnic Senior High,SENIOR HIGH SCHOOL,SUN VALLEY COS,91352,No,257,46
John H Francis Polytechnic Senior High,John H Francis Polytechnic Senior High,SENIOR HIGH SCHOOL,SUN VALLEY COS,91352,Yes,15,1
John H Francis Polytechnic SH Sci/Tech/Math Magnet,John H Francis Polytechnic Senior High,MAGNET CENTER - SENIOR HIGH,SUN VALLEY COS,91352,No,482,90
John H Francis Polytechnic SH Sci/Tech/Math Magnet,John H Francis Polytechnic Senior High,MAGNET CENTER - SENIOR HIGH,SUN VALLEY COS,91352,Yes,6,0
Benjamin Franklin High School,Benjamin Franklin High School,SPAN SCHOOL,EGL RK/HIGHLD PK COS,90042,No,66,10
Benjamin Franklin High School,Benjamin Franklin High School,SPAN SCHOOL,EGL RK/HIGHLD PK COS,90042,Yes,9,0
Benjamin Franklin High School Science/Tech/Math Magnet,Benjamin Franklin High School,MAGNET CENTER - SENIOR HIGH,EGL RK/HIGHLD PK COS,90042,No,338,92
Benjamin Franklin High School Science/Tech/Math Magnet,Benjamin Franklin High School,MAGNET CENTER - SENIOR HIGH,EGL RK/HIGHLD PK COS,90042,Yes,3,0
Benjamin Franklin High School Dual Language Academy Magnet,Benjamin Franklin High School,MAGNET CENTER - SENIOR HIGH,EGL RK/HIGHLD PK COS,90042,No,188,45
Benjamin Franklin High School Dual Language Academy Magnet,Benjamin Franklin High School,MAGNET CENTER - SENIOR HIGH,EGL RK/HIGHLD PK COS,90042,Yes,4,2
John C Fremont Senior High,John C Fremont Senior High,SENIOR HIGH SCHOOL,FREMONT COS,90003,No,48,0
John C Fremont Senior High,John C Fremont Senior High,SENIOR HIGH SCHOOL,FREMONT COS,90003,Yes,28,0
John C Fremont Senior High STEAM Magnet,John C Fremont Senior High,MAGNET CENTER - SENIOR HIGH,FREMONT COS,90003,No,259,101
John C Fremont Senior High STEAM Magnet,John C Fremont Senior High,MAGNET CENTER - SENIOR HIGH,FREMONT COS,90003,Yes,3,1
Gardena Senior High Global Business Magnet,Gardena Senior High,MAGNET CENTER - SENIOR HIGH,GARDENA COS,90248,No,411,108
Gardena Senior High Global Business Magnet,Gardena Senior High,MAGNET CENTER - SENIOR HIGH,GARDENA COS,90248,Yes,1,0
Gardena Senior High Law/Public Service Magnet,Gardena Senior High,MAGNET CENTER - SENIOR HIGH,GARDENA COS,90248,No,262,39
Gardena Senior High Law/Public Service Magnet,Gardena Senior High,MAGNET CENTER - SENIOR HIGH,GARDENA COS,90248,Yes,2,1
James A Garfield Senior High,James A Garfield Senior High,SENIOR HIGH SCHOOL,EAST LOS ANGELES COS,90022,No,51,8
James A Garfield Senior High,James A Garfield Senior High,SENIOR HIGH SCHOOL,EAST LOS ANGELES COS,90022,Yes,6,1
James A Garfield Senior High Computer Science Magnet,James A Garfield Senior High,MAGNET CENTER - SENIOR HIGH,EAST LOS ANGELES COS,90022,No,267,34
James A Garfield Senior High Computer Science Magnet,James A Garfield Senior High,MAGNET CENTER - SENIOR HIGH,EAST LOS ANGELES COS,90022,Yes,1,0
Ulysses S Grant Senior High,Ulysses S Grant Senior High,SENIOR HIGH SCHOOL,VAN NUYS/VAL GLN COS,91401,No,121,35
Ulysses S Grant Senior High,Ulysses S Grant Senior High,SENIOR HIGH SCHOOL,VAN NUYS/VAL GLN COS,91401,Yes,4,1
Ulysses S Grant Senior High College Prep/Digital Arts Magnet,Ulysses S Grant Senior High,MAGNET CENTER - SENIOR HIGH,VAN NUYS/VAL GLN COS,91401,No,368,100
Ulysses S Grant Senior High College Prep/Digital Arts Magnet,Ulysses S Grant Senior High,MAGNET CENTER - SENIOR HIGH,VAN NUYS/VAL GLN COS,91401,Yes,4,1
Ulysses S Grant Senior High Hum for Interdis Studies Magnet,Ulysses S Grant Senior High,MAGNET CENTER - SENIOR HIGH,VAN NUYS/VAL GLN COS,91401,No,182,80
Ulysses S Grant Senior High Hum for Interdis Studies Magnet,Ulysses S Grant Senior High,MAGNET CENTER - SENIOR HIGH,VAN NUYS/VAL GLN COS,91401,Yes,2,1
Alexander Hamilton Senior High,Alexander Hamilton Senior High,SENIOR HIGH SCHOOL,HAMILTON COS,90034,No,589,89
Alexander Hamilton Senior High,Alexander Hamilton Senior High,SENIOR HIGH SCHOOL,HAMILTON COS,90034,Yes,18,1
Alexander Hamilton Senior High Music & Performing Arts Mag,Alexander Hamilton Senior High,MAGNET CENTER - SENIOR HIGH,HAMILTON COS,90034,No,1145,230
Alexander Hamilton Senior High Music & Performing Arts Mag,Alexander Hamilton Senior High,MAGNET CENTER - SENIOR HIGH,HAMILTON COS,90034,Yes,15,0
Alexander Hamilton Senior High Humanities Magnet,Alexander Hamilton Senior High,MAGNET CENTER - SENIOR HIGH,HAMILTON COS,90034,No,842,96
Alexander Hamilton Senior High Humanities Magnet,Alexander Hamilton Senior High,MAGNET CENTER - SENIOR HIGH,HAMILTON COS,90034,Yes,8,0
Hollywood Senior High,Hollywood Senior High,SENIOR HIGH SCHOOL,HOLLYWOOD COS,90028,No,392,85
Hollywood Senior High,Hollywood Senior High,SENIOR HIGH SCHOOL,HOLLYWOOD COS,90028,Yes,10,0
Hollywood Senior High Performing Arts Magnet,Hollywood Senior High,MAGNET CENTER - SENIOR HIGH,HOLLYWOOD COS,90028,No,587,90
Hollywood Senior High Performing Arts Magnet,Hollywood Senior High,MAGNET CENTER - SENIOR HIGH,HOLLYWOOD COS,90028,Yes,7,1
Hollywood Senior High New Media Magnet,Hollywood Senior High,MAGNET CENTER - SENIOR HIGH,HOLLYWOOD COS,90028,No,403,120
Hollywood Senior High New Media Magnet,Hollywood Senior High,MAGNET CENTER - SENIOR HIGH,HOLLYWOOD COS,90028,Yes,2,0
Helen Bernstein Senior High Cine Arts/Creative Tech Magnet,Helen Bernstein Senior High,MAGNET CENTER - SENIOR HIGH,HOLLYWOOD COS,90028,No,205,55
Helen Bernstein Senior High Cine Arts/Creative Tech Magnet,Helen Bernstein Senior High,MAGNET CENTER - SENIOR HIGH,HOLLYWOOD COS,90028,Yes,2,1
Huntington Park Senior High STEAM Magnet,Huntington Park Senior High,MAGNET CENTER - SENIOR HIGH,HUNTNGTN PK/VRNON COS,90255,No,446,223
Huntington Park Senior High STEAM Magnet,Huntington Park Senior High,MAGNET CENTER - SENIOR HIGH,HUNTNGTN PK/VRNON COS,90255,Yes,5,2
Early College Academy - LA Trade Tech College,Early College Academy - LA Trade Tech College,SENIOR HIGH SCHOOL,JEFFERSON/SC WEST COS,90015,No,544,96
Early College Academy - LA Trade Tech College,Early College Academy - LA Trade Tech College,SENIOR HIGH SCHOOL,JEFFERSON/SC WEST COS,90015,Yes,61,7
Santee Education Complex,Santee Education Complex,SENIOR HIGH SCHOOL,JEFFERSON/SC WEST COS,90011,No,52,14
Santee Education Complex,Santee Education Complex,SENIOR HIGH SCHOOL,JEFFERSON/SC WEST COS,90011,Yes,4,1
John F Kennedy Senior High,John F Kennedy Senior High,SENIOR HIGH SCHOOL,KENNDY/NAHS/VAAS COS,91344,No,376,26
John F Kennedy Senior High,John F Kennedy Senior High,SENIOR HIGH SCHOOL,KENNDY/NAHS/VAAS COS,91344,Yes,19,0
John F Kennedy Senior High Archtctre/Dgtl Dsgn/Filmmakng Mag,John F Kennedy Senior High,MAGNET CENTER - SENIOR HIGH,KENNDY/NAHS/VAAS COS,91344,No,698,124
John F Kennedy Senior High Archtctre/Dgtl Dsgn/Filmmakng Mag,John F Kennedy Senior High,MAGNET CENTER - SENIOR HIGH,KENNDY/NAHS/VAAS COS,91344,Yes,10,2
John F Kennedy Senior High Gifted Medical Magnet,John F Kennedy Senior High,MAGNET CENTER - SENIOR HIGH,KENNDY/NAHS/VAAS COS,91344,No,713,123
John F Kennedy Senior High Gifted Medical Magnet,John F Kennedy Senior High,MAGNET CENTER - SENIOR HIGH,KENNDY/NAHS/VAAS COS,91344,Yes,4,0
King-Drew Senior High Medicine and Science Magnet,King-Drew Senior High Medicine and Science Magnet,MAGNET-SELF CONTAINED (SENIOR),RIVERA COS,90059,No,1461,440
King-Drew Senior High Medicine and Science Magnet,King-Drew Senior High Medicine and Science Magnet,MAGNET-SELF CONTAINED (SENIOR),RIVERA COS,90059,Yes,7,0
Abraham Lincoln Senior High,Abraham Lincoln Senior High,SENIOR HIGH SCHOOL,LNCLN HTS/EL SRNO COS,90031,No,45,11
Abraham Lincoln Senior High,Abraham Lincoln Senior High,SENIOR HIGH SCHOOL,LNCLN HTS/EL SRNO COS,90031,Yes,1,0
Abraham Lincoln Senior High Science/Tech/Math Magnet,Abraham Lincoln Senior High,MAGNET CENTER - SENIOR HIGH,LNCLN HTS/EL SRNO COS,90031,No,212,53
Abraham Lincoln Senior High Science/Tech/Math Magnet,Abraham Lincoln Senior High,MAGNET CENTER - SENIOR HIGH,LNCLN HTS/EL SRNO COS,90031,Yes,1,0
Lincoln ESP Magnet,Abraham Lincoln Senior High,MAGNET CENTER - SENIOR HIGH,LNCLN HTS/EL SRNO COS,90031,No,142,44
Los Angeles Senior High STEAM Magnet,Los Angeles Senior High,MAGNET CENTER - SENIOR HIGH,LA MID-CITY COS,90019,No,330,80
Los Angeles Senior High STEAM Magnet,Los Angeles Senior High,MAGNET CENTER - SENIOR HIGH,LA MID-CITY COS,90019,Yes,7,1
Downtown Business Magnet,Downtown Business Magnet,MAGNET-SELF CONTAINED (SENIOR),DOWNTOWN COS,90012,No,580,171
Downtown Business Magnet,Downtown Business Magnet,MAGNET-SELF CONTAINED (SENIOR),DOWNTOWN COS,90012,Yes,16,3
Downtown Computer Sci/Digital Media Arts/Eng Magnet,Downtown Business Magnet,MAGNET CENTER - SENIOR HIGH,DOWNTOWN COS,90012,No,678,73
Downtown Computer Sci/Digital Media Arts/Eng Magnet,Downtown Business Magnet,MAGNET CENTER - SENIOR HIGH,DOWNTOWN COS,90012,Yes,6,1
Los Angeles Center for Enriched Studies (LACES) Magnet,Los Angeles Center for Enriched Studies (LACES) Magnet,MAGNET-SELF CONTAINED (SPAN),FAIRFAX COS,90035,No,4880,238
Los Angeles Center for Enriched Studies (LACES) Magnet,Los Angeles Center for Enriched Studies (LACES) Magnet,MAGNET-SELF CONTAINED (SPAN),FAIRFAX COS,90035,Yes,105,2
Manual Arts Senior High College Preparatory Magnet,Manual Arts Senior High,MAGNET CENTER - SENIOR HIGH,MN ARTS/VRMNT SQ COS,90037,No,215,90
Manual Arts Senior High College Preparatory Magnet,Manual Arts Senior High,MAGNET CENTER - SENIOR HIGH,MN ARTS/VRMNT SQ COS,90037,Yes,3,2
West Adams Prep Senior High Firefighter Academy Magnet,West Adams Preparatory Senior High,MAGNET CENTER - SENIOR HIGH,KTOWN/PICOUNION COS,90007,No,83,28
West Adams Prep Senior High Firefighter Academy Magnet,West Adams Preparatory Senior High,MAGNET CENTER - SENIOR HIGH,KTOWN/PICOUNION COS,90007,Yes,1,0
West Adams Prep Senior High Police Academy Magnet,West Adams Preparatory Senior High,MAGNET CENTER - SENIOR HIGH,KTOWN/PICOUNION COS,90007,No,137,39
West Adams Prep Senior High Police Academy Magnet,West Adams Preparatory Senior High,MAGNET CENTER - SENIOR HIGH,KTOWN/PICOUNION COS,90007,Yes,1,0
John Marshall Senior High,John Marshall Senior High,SENIOR HIGH SCHOOL,GLSLL/LS FLZ PRK COS,90027,No,618,68
John Marshall Senior High,John Marshall Senior High,SENIOR HIGH SCHOOL,GLSLL/LS FLZ PRK COS,90027,Yes,20,2
John Marshall Senior High Gifted Magnet,John Marshall Senior High,MAGNET CENTER - SENIOR HIGH,GLSLL/LS FLZ PRK COS,90027,No,839,111
John Marshall Senior High Gifted Magnet,John Marshall Senior High,MAGNET CENTER - SENIOR HIGH,GLSLL/LS FLZ PRK COS,90027,Yes,17,0
Francisco Bravo Senior High Medical Magnet,Francisco Bravo Senior High Medical Magnet,MAGNET-SELF CONTAINED (SENIOR),LNCLN HTS/EL SRNO COS,90033,No,1637,395
Francisco Bravo Senior High Medical Magnet,Francisco Bravo Senior High Medical Magnet,MAGNET-SELF CONTAINED (SENIOR),LNCLN HTS/EL SRNO COS,90033,Yes,16,2
James Monroe Senior High,James Monroe Senior High,SENIOR HIGH SCHOOL,MONROE COS,91343,No,90,16
James Monroe Senior High,James Monroe Senior High,SENIOR HIGH SCHOOL,MONROE COS,91343,Yes,8,0
James Monroe Senior High Police Academy Magnet,James Monroe Senior High,MAGNET CENTER - SENIOR HIGH,MONROE COS,91343,No,156,46
James Monroe Senior High Police Academy Magnet,James Monroe Senior High,MAGNET CENTER - SENIOR HIGH,MONROE COS,91343,Yes,2,0
James Monroe Senior High Law/Government Magnet,James Monroe Senior High,MAGNET CENTER - SENIOR HIGH,MONROE COS,91343,No,236,77
James Monroe Senior High Law/Government Magnet,James Monroe Senior High,MAGNET CENTER - SENIOR HIGH,MONROE COS,91343,Yes,2,0
James Monroe Senior High Firefighter Academy Magnet,James Monroe Senior High,MAGNET CENTER - SENIOR HIGH,MONROE COS,91343,No,130,37
James Monroe Senior High Firefighter Academy Magnet,James Monroe Senior High,MAGNET CENTER - SENIOR HIGH,MONROE COS,91343,Yes,1,0
Nathaniel Narbonne Senior High,Nathaniel Narbonne Senior High,SENIOR HIGH SCHOOL,HARBR CITY/LOMTA COS,90710,No,187,16
Nathaniel Narbonne Senior High,Nathaniel Narbonne Senior High,SENIOR HIGH SCHOOL,HARBR CITY/LOMTA COS,90710,Yes,10,0
Nathaniel Narbonne Senior High STEAM Magnet,Nathaniel Narbonne Senior High,MAGNET CENTER - SENIOR HIGH,HARBR CITY/LOMTA COS,90710,No,588,134
Nathaniel Narbonne Senior High STEAM Magnet,Nathaniel Narbonne Senior High,MAGNET CENTER - SENIOR HIGH,HARBR CITY/LOMTA COS,90710,Yes,2,0
Nathaniel Narbonne Senior High Bus/Entrep/Tech Magnet,Nathaniel Narbonne Senior High,MAGNET CENTER - SENIOR HIGH,HARBR CITY/LOMTA COS,90710,No,491,205
Nathaniel Narbonne Senior High Bus/Entrep/Tech Magnet,Nathaniel Narbonne Senior High,MAGNET CENTER - SENIOR HIGH,HARBR CITY/LOMTA COS,90710,Yes,1,0
North Hollywood Senior High,North Hollywood Senior High,SENIOR HIGH SCHOOL,NO HLYWD/VAL VLG COS,91601,No,452,100
North Hollywood Senior High,North Hollywood Senior High,SENIOR HIGH SCHOOL,NO HLYWD/VAL VLG COS,91601,Yes,6,1
North Hollywood Senior High Highly Gifted Magnet,North Hollywood Senior High,MAGNET CENTER - SENIOR HIGH,NO HLYWD/VAL VLG COS,91601,No,325,73
North Hollywood Senior High LA Zoo/Biological Science Magnet,North Hollywood Senior High,MAGNET CENTER - SENIOR HIGH,NO HLYWD/VAL VLG COS,91601,No,481,69
North Hollywood Senior High LA Zoo/Biological Science Magnet,North Hollywood Senior High,MAGNET CENTER - SENIOR HIGH,NO HLYWD/VAL VLG COS,91601,Yes,4,0
North Hollywood Senior High STEM Magnet,North Hollywood Senior High,MAGNET CENTER - SENIOR HIGH,NO HLYWD/VAL VLG COS,91601,No,552,116
North Hollywood Senior High STEM Magnet,North Hollywood Senior High,MAGNET CENTER - SENIOR HIGH,NO HLYWD/VAL VLG COS,91601,Yes,3,1
Reseda Charter High School,Reseda Charter High School,SPAN SCHOOL,RESEDA COS,91335,No,86,0
